,x,y
0,3.2364929157449893,2.6592870602802776
1,3.121219748345239,2.1496321829808345
2,3.3765714169746,2.232639329895978
3,3.002563539066136,2.939886164921904
4,2.596509060713524,4.435909697494458
5,2.701088540296828,3.236228496767879
6,3.5479780590042806,2.3924155994538925
7,3.6711781857189907,2.9389251061658386
8,3.5062577384885865,2.5430654266470656
9,2.4852348963127504,3.6048982248158437
10,3.2509361518895163,3.069423088578117
11,3.3203805566708358,3.263666332555331
12,2.422819882391656,1.8933332603015884
13,2.1591217448024365,2.1059528744689207
14,1.8907325274842994,2.676284609917201
15,2.735797839592819,2.9803954125856267
16,3.1074879742078756,2.8078205987232483
17,2.873047960954057,3.036626037301971
18,2.501398081287662,2.6430718561966433
19,3.0177081730702406,2.6610273174386485
20,2.714059469206745,2.9470688423338327
21,3.6679156693358843,3.159332644008068
22,2.831202374974982,2.7073658609962963
23,2.9425400296051225,4.120908897197617
24,1.42629173922801,3.267567946640058
25,3.1162452196918813,3.4338059754411416
26,2.425893642876864,4.057172120727755
27,3.5004713803447522,2.9742925023569415
28,3.0798938490366794,2.64186820683752
29,3.025261413262685,2.9283312927255225
30,3.4717876952604043,3.1788221127346503
31,2.9582753985877766,3.33890305145941
32,3.278030186967103,3.1113597304262464
33,2.235507260256479,3.5146055877743922
34,2.4168706202727153,2.495219173845298
35,2.9473660056511712,3.2560110790668584
36,3.703863881860271,2.1561518344764665
37,3.735616996317334,3.8182314537216206
38,2.7693025318905433,2.8993188649217503
39,2.714091634858813,2.698350442629005
40,2.3303053894513734,2.155173539823082
41,2.9003363303629333,3.128886292732529
42,3.914410357537441,2.4994992274928807
43,1.954154393326993,3.0732798529563166
44,2.7668244490631886,3.178111503653554
45,2.801060133462375,2.370388242195382
46,2.655560653777316,3.4013152251237084
47,3.1361955203242773,2.5154117506738793
48,3.435984060990443,2.2768202786017944
49,2.7317593680437353,3.098960258157116
50,2.317180093037313,2.402777808580727
51,3.00796727132479,2.959978268816738
52,2.874598643422027,2.7174285530056967
53,2.4486640301935525,2.608858779598906
54,4.520843103186074,2.6869593894771144
55,3.7529504564309697,2.7063319564874755
56,3.6829264570250304,3.6160224369187643
57,3.2254446167394253,2.6792950911396933
58,2.311201983334603,3.482873173962794
59,2.357998270097532,2.362713949788014
60,3.761420881102206,3.7309412156230226
61,3.0188279815998302,2.8769014003317865
62,2.667851213155153,3.1756677689637502
63,2.7579842838703015,2.2434563700526677
64,2.618234756373066,3.1246016047753677
65,2.2050956962215285,2.5102370388343522
66,3.0613808143782526,3.8446460468901362
67,3.0888749326092557,3.0160030102719144
68,3.966607782181618,2.4689526442842995
69,2.6336854505456433,3.421370696573147
70,3.5383699937404742,3.228845269013157
71,1.6902533387446552,3.3695231711691553
72,3.333750528881434,3.023201318042601
73,3.3330387982507856,3.7039742418869137
74,3.0255745931689617,2.532012569565058
75,2.080445346197177,3.0318893642407185
76,2.643015951276455,2.719057668436391
77,2.43376557469922,3.1371455015026903
78,3.3679560553763985,3.2171593745503317
79,2.4399794477229806,3.4445473050632183
80,3.15725347266589,1.7559977679756806
81,3.2979543052492035,1.982068981854896
82,2.4308591736426255,3.528821143198313
83,3.326384270168727,2.677766574270422
84,2.558268954519736,3.172846186620111
85,2.1015862700307695,3.205354809565156
86,2.8540882755766703,3.3670738243054794
87,2.9372521674531646,2.455741292522821
88,3.1011154623240538,2.8250827995580243
89,2.289361550747988,2.4182058319893938
90,2.496661856256265,3.025010879912313
91,3.382715067633647,2.9857425612293307
92,2.3971771999560483,2.809227578927671
93,3.283421819030931,3.5386683727711663
94,2.5298206382653663,3.14180356090683
95,2.804839759707417,1.9229377796532445
96,2.3526581257425323,2.716889652702883
97,2.741145395069435,2.8020608461833607
98,2.6981523774882716,3.183696445561084
99,2.520494092784694,2.202351638756733
100,3.253761340185604,2.6908147399405955
101,3.395396493916512,2.582797483165643
102,3.654734977573816,2.380628959547587
103,2.398631255755845,3.3480733002256255
104,3.8894922060862562,2.601841359378648
105,3.7849196064816533,3.7608317559781295
106,3.3949577981021024,2.891389552579792
107,1.9079700753544022,2.2163657959197964
108,2.595164869517353,3.2502475535593374
109,2.903245073370211,2.667898400003399
110,3.0417634227837476,2.170787358059318
111,3.190056792897961,2.521663484046307
112,3.634929495160512,3.0752596875440266
113,2.6174343198717565,2.7314898223737902
114,2.194352549886835,3.082494423562414
115,2.4946118906174743,2.9423003153098812
116,3.570019340392476,3.1690012222056185
117,3.2377572309098976,4.319523040332127
118,3.3455537866748477,3.5556177834975347
119,2.8711578410809566,2.4020243572386177
120,3.1122735139068416,2.418266548516981
121,1.492042286649212,3.296984716679871
122,3.1656965094883938,2.463592618564318
123,3.6447242900476726,2.9572393084819715
124,2.7616881038934,2.5181427343519847
125,3.5769915274394855,2.777566973619013
126,2.7451779890748695,2.762503377613759
127,2.604285967999281,2.153440700297465
128,2.629418537820899,2.556174264450358
129,3.347192312192754,2.3411084780227966
130,3.341277676792508,2.7385086898754407
131,2.5907909573039767,2.9113501771889037
132,3.0162510416075463,3.050635758871999
133,3.287980633263256,3.1051884751548093
134,2.2218428149260814,2.6533423736531527
135,3.8123045399341335,2.939667231335947
136,1.8257091318380372,3.083628633328776
137,3.849982350615749,3.5844494059159024
138,3.027668949935271,3.1089403896233248
139,3.3227873780135875,2.9208694599631886
140,2.755589496364007,3.816061138829188
141,2.7993872564093545,3.5046799606991597
142,2.211240824733032,2.6058383510008296
143,2.4217762562387035,3.2052726429696707
144,2.68339386011602,2.6745707983305507
145,2.537470590860707,3.0715817728134303
146,3.487756044360617,2.7001224444682586
147,3.303549530931941,2.9906984196312925
148,2.6892201990413596,3.173305200345788
149,3.668745684078029,1.6975017942369885
150,3.3476238470973483,3.882935699835538
151,2.9133416209592116,3.3817178546243793
152,3.4884685314181305,3.2588031305647243
153,3.124585477687819,3.652226432771527
154,3.558271785890222,3.0930778325954815
155,3.331492003591477,2.547545634334889
156,2.9205306525884085,3.0659326437687304
157,2.978074104023377,2.6668222027737802
158,3.6326490714426356,3.1753133784445793
159,3.368835742068894,2.349924276045921
160,2.7443181972191786,2.6535802879168293
161,2.9082417067348625,3.8411886480568094
162,4.266661856388728,3.1004807764936504
163,3.1882394769433953,2.903331230322511
164,2.731813445729535,3.4451826145775453
165,2.7971146919547007,2.481280494161875
166,3.319524026342803,2.92174205780936
167,3.165696405928668,3.160533295730071
168,3.490494593890416,3.3184076620921585
169,3.466631143579038,2.9586583631562235
170,2.961251832528694,3.2052153951785067
171,3.1376387023775014,3.262603623469429
172,3.1993540506446196,4.096725354290198
173,2.92035856957997,3.257354403603001
174,3.0841490509733265,3.6852649392382513
175,2.635599635615583,2.3980479415467664
176,3.614647543247113,3.3897750606560724
177,3.1078681794787233,2.6340816910498455
178,3.6454093460886474,3.227625601546264
